	Predicted
1813	45.2099995
1814	118.2800025
1815	29.509999
1816	365.6200025
1817	101.4594425
1818	242.584992
1819	100.3649985
1820	23.83
1821	80.53125
1822	70.3400015
1823	62.9250015
1824	20.9
1825	136.0450015
1826	84.955
1827	72.9649985
1828	45.47
1829	233.7549975
1830	153.705002
1831	130.6899985
1832	111.954998
1833	145.3899995
1834	70.0650005
1835	39.405001
1836	41.415
1837	138.5849995
1838	231.434998
1839	140.9500005
1840	94.089998
1841	57.569999
1842	66.475001
1843	184.3600005
1844	138.869999
1845	23.46
1846	178.770001
1847	81.48
1848	47.6
1849	65.0200025
1850	2822.03003
1851	113.935002
1852	26.5249995
1853	151.2399975
1854	81.5599995
1855	17.47
1856	90.9205545
1857	115.971615
1858	160.1299975
1859	72.75
1860	55.4650025
1861	104.3700025
1862	21.785
1863	64.724998
1864	98.519997
1865	84.1200005
1866	147.4999995
1867	75.5550005
1868	151.634998
1869	19.26
1870	300.0049975
1871	242.114998
1872	75.803638
1873	93.950001
1874	110.388344
1875	88.625
1876	124.93
1877	44.9300005
1878	138.059998
1879	132.305
1880	320800.5
1881	64.1049975
1882	150.665001
1883	52.35
1884	76.980002
1885	596.8379055
1886	75.999998
1887	54.3099995
1888	46.8250005
1889	69.4349995
1890	85.4435195
1891	73.529999
1892	82.0950015
1893	89.455002
1894	32.9199985
1895	74.8549995
1896	52.2749995
1897	111.1249995
1898	182.2200015
1899	66.4549995
1900	59.8071365
1901	89.984999
1902	77.5600015
1903	70.9449975
1904	126.760002
1905	30.1549995
1906	267.1699905
1907	111.855
1908	164.949997
1909	220.0699925
1910	85.420002
1911	48.1049985
1912	55.9700015
1913	26.7849995
1914	67
1915	188.0350005
1916	36.195
1917	49.599999
1918	54.7999995
1919	47.0500015
1920	142.7999995
1921	39.0650005
1922	23.855
1923	121.5513765
1924	45.06
1925	132.064998
1926	116.096146
1927	62.8050005
1928	108.3699955
1929	74.7199995
1930	226.1049955
1931	101.360001
1932	23.42
1933	86.8150005
1934	43.184361
1935	101.57
1936	90.740002
1937	101.6189005
1938	37.865001
1939	130.2949985
1940	238.1299975
1941	124.010002
1942	203.619995
1943	140.565002
1944	52.5
1945	42.844999
1946	122.499996
1947	131.130001
1948	84.4049985
1949	27.1149995
1950	87.4999985
1951	174.620003
1952	50.605
1953	24.8150005
1954	188.320004
1955	78.685
1956	62.2749975
1957	129.8049965
1958	104.6450005
1959	61.459999
1960	145.6900025
1961	47.8
1962	128.7050015
1963	153.0250015
1964	185.2000045
1965	127.044998
1966	67.629999
1967	132.7300035
1968	80.3349995
1969	102.0000005
1970	179.035
1971	88.044998
1972	186.1100005
1973	60.7150005
1974	58.49
1975	70.9099975
1976	205.8150025
1977	124.764995
1978	88.3700005
1979	80.5399995
1980	105.415001
1981	94.0800005
1982	173.024998
1983	118.57
1984	28.645
1985	113.620003
1986	51.9449995
1987	104.574997
1988	101.224998
1989	129.080002
1990	118.3500025
1991	122.7449955
1992	361.065003
1993	153.2899975
1994	157.889999
1995	117.9650005
1996	108.3199995
1997	99.535
1998	128.2099985
1999	48.6449995
2000	115.810002
2001	24.95
2002	81.379999
2003	123.401787
2004	212.6849975
2005	95.665001
2006	147.0299985
2007	105.7450025
2008	32.535
2009	67.4349995
2010	61.2900005
2011	53.5949995
2012	41.182501
2013	60.955
2014	157.504997
2015	42.5750005
2016	102.269997
2017	77.51
2018	173.490001
2019	115.36
2020	50.250002
2021	102.519997
2022	157.434997
2023	97.135002
2024	154.905003
2025	867.269989
2026	214.1949995
2027	2794.02002
2028	173.055
2029	15.24
2030	154.9149975
2031	233.0400005
2032	49.294998
2033	69.0050015
2034	135.324997
2035	1675.500062
2036	64.424999
2037	46.61
2038	71.3899995
2039	166.550003
2040	95.1199985
2041	36.389999
2042	37.57
2043	74.715
2044	146.3399965
2045	107.3149985
2046	78.354999
2047	78.23
2048	106.765
2049	77.889999
2050	324000
2051	25.305
2052	139.0449985
2053	136.9799995
2054	53.26
2055	149.714996
2056	87.213801
2057	134.3700025
2058	127.174999
2059	265814.5
2060	107.380005
2061	188.5049975
2062	26.0199995
2063	26.35
2064	100.3850025
2065	182.080002
2066	1631.01001
2067	108.1099965
2068	139.6250005
2069	30.4000005
2070	66.2699985
2071	122.195003
2072	56.340002
2073	59.989998
2074	104.7399975
2075	16.545
2076	90.4850005
2077	130.9900015
2078	19.275
2079	136.239082
2080	67.8999975
2081	85.0341145
2082	68.695002
2083	103.5650025
2084	42.244999
2085	13.835
2086	34.565
2087	164.4049985
2088	212.6049955
2089	55.450001
2090	68.854997
2091	29.7349995
2092	101.2499965
2093	30.375
2094	119.415001
2095	51.6249995
2096	40.0100005
2097	208.150001
2098	105.6650015
2099	77.195001
2100	47.56
2101	49.924999
2102	24.77
2103	45.1000005
2104	50.775002
2105	119.0050045
2106	35.439999
2107	48.2249985
2108	110.684997
2109	38.4650005
2110	195.2099915
2111	129.365002
2112	189.84
2113	163.515
2114	47.375
2115	106.100003
2116	154.784996
2117	49.985001
2118	36.685
2119	284.9200055
2120	161.5349965
2121	222.0599975
2122	66.2849995
2123	85.890827
2124	179.935005
2125	135.7249985
2126	102.1349985
2127	188.2949985
2128	32.9600015
2129	63.105
2130	100.484997
2131	653.879105
2132	50.9599985
2133	92.664999
2134	27.1499995
2135	112.7074205
2136	123.980003
2137	140.2850035
2138	124.3199995
2139	60.9849985
2140	167.030025
2141	95.7805655
2142	118.36
2143	97.8149985
2144	15.28
2145	47.06
2146	102.3689955
2147	28.6150005
2148	62.75
2149	130.719997
2150	25.540001
2151	50.9099995
2152	107.0799975
2153	103.3549955
2154	100.104999
2155	1046.619995
2156	42.584999
2157	128.41
2158	140.994995
2159	128.105003
2160	157.3500025
2161	50.849998
2162	32.924999
2163	91.4549995
2164	97.052399
2165	134.1549985
2166	37.110001
2167	40.2050005
2168	177.1100005
2169	81.73
2170	86.929491
2171	41.978198
2172	146.5599975
2173	31.8099995
2174	70.865002
2175	120.915001
2176	119.1449965
2177	161.9750025
2178	207.339996
2179	41.6649995
2180	75.475
2181	142.860001
2182	17.48
2183	64.055001
2184	131.007687
2185	181.7550045
2186	25.4300005
2187	181.964996
2188	61.335001
2189	95.6900025
2190	51.845
2191	23.215
2192	116.085003
2193	176.27
2194	1145.469971
2195	121.199997
2196	87.130001
2197	147.0499995
2198	131.3899955
2199	120.3900035
2200	72.295
2201	127.860001
2202	40.9249995
2203	49.155003
2204	51.7099985
2205	51.5899985
2206	70.394999
2207	169.449997
2208	63.484999
2209	86.67
2210	186.244999
2211	17.2
2212	119.285
2213	52.4800015
2214	79.7499985
2215	67.484998
2216	107.625
2217	79.809997
2218	34.6850005
2219	106.9249995
2220	112.1943245
2221	68.3949985
2222	149.9349975
2223	66.5900015
2224	149.309997
2225	42.17845
2226	80.935
2227	81.1749995
2228	43.505001
2229	17.105
2230	62.460001
2231	102.5399975
2232	158.6699985
2233	143.069996
2234	27.0200005
2235	1075.639984
2236	100.0400045
2237	68.0249975
2238	153.7899965
2239	155.314999
2240	461.5549925
2241	106.230003
2242	73.904999
2243	48.3199995
2244	229.2999955
2245	15.03
2246	187.1200025
2247	109.619999
2248	118.3300015
2249	201.479996
2250	67.5000015
2251	34.66
2252	56.1500015
2253	93.1
2254	129.065002
2255	86.380001
2256	58.764997
2257	176.125
2258	140.6831935
2259	49.4349995
2260	37.6849995
2261	100.835003
2262	147.0350035
2263	70.105
2264	166.340004
2265	51.22
2266	1069.780029
2267	146.774998
2268	33.142501
2269	91.724998
2270	234.570007
2271	737.7305445
2272	88.0400015
2273	64.541319
2274	180.690002
2275	106.640003
2276	57.8249985
2277	68.3299975
2278	266.9850005
2279	13.67
2280	263.2399975
2281	326750
2282	66.4150015
2283	46.814999
2284	22.425
2285	44.4349995
2286	99.309997
2287	52.395
2288	111.624996
2289	50.689999
2290	101.930001
2291	25.5550015
2292	175.250004
2293	23.34
2294	79.9249995
2295	84.1699975
2296	179.8849985
2297	124.7461545
2298	102.4099995
2299	95.349999
2300	333.055
2301	90.530001
2302	64.1350025
2303	189.8449975
2304	34.7950005
2305	165.0299985
2306	73.179998
2307	80.109999
2308	168.084408
2309	86.370001
2310	91.3821755
2311	70.5199985
2312	67.9699995
2313	76.529999
2314	121.754997
2315	78.365
2316	155.799999
2317	112.878498
2318	90.674999
2319	59.4600005
2320	111.849998
2321	312.1200025
2322	157.013393
2323	34.445
2324	84.785
2325	197.1100075
2326	759.5650175
2327	116.6600035
2328	371.2600025
2329	75.837757
2330	110.375
2331	44.2925
2332	111.375
2333	99.6450045
2334	182.255005
2335	54.3049985
2336	117.375004
2337	162.050003
2338	164.454998
2339	37.499999
2340	77.1649995
2341	84.5699975
2342	63.75
2343	84.325001
2344	105.530002
2345	154.526646
2346	77.9899995
2347	31.719999
2348	163.265
2349	108.110004
2350	119.459999
2351	93.782751
2352	109.21397
2353	17.76
2354	87.289999
2355	48.6050015
2356	117.394997
2357	116.07
2358	71.3949985
2359	277.4650045
2360	150.9850045
2361	241.724991
2362	72.600003
2363	77.355001
2364	33.9149995
2365	58.329998
2366	150.488163
2367	64.53
2368	186.5899965
2369	154.5999985
2370	53.064999
2371	51.5900005
2372	125.07
2373	109.3449975
2374	222.4899985
2375	74.1149975
2376	20.225
2377	105.2400015
2378	137.715
2379	178.489998
2380	124.4149975
2381	59.645
2382	118.460701
2383	40.7449995
2384	41.1350005
2385	75.3299995
2386	50.4149985
2387	42.5899995
2388	100.390003
2389	109.584999
2390	67.2749995
2391	120.7949985
2392	88.044998
2393	62.8500005
2394	163.739998
2395	99.600002
2396	172.1450045
2397	24.900001
2398	153.334999
2399	127.9150005
2400	14.625
2401	78.1419985
2402	86.805
2403	136.400002
2404	111.764995
2405	134.794998
2406	813.3120425
2407	174.8399965
2408	350.5149995
2409	120.8300015
2410	32.259999
2411	50.164999
2412	72.41
2413	21.825
2414	77.8350005
2415	184.155002
2416	38.4049985
2417	108.8800045
2418	53.689999
2419	64.8550015
2420	852.0400085
2421	70.3899995
2422	121.6100005
2423	109.815003
2424	78.2250005
2425	124.8499985
2426	54.944999
2427	128.7200015
2428	107.5250055
2429	159.039997
2430	33.3949995
2431	101.6999965
2432	87.759665
2433	97.0250015
2434	50.4250005
2435	154.2850035
2436	100.2899975
2437	1491.190002
2438	79.075001
2439	127.1650005
2440	58.9899995
2441	244.205002
2442	180.190003
2443	56.4150005
2444	152.469998
2445	337172.5
2446	70.669998
2447	229.605003
2448	108.119995
2449	80.1000025
2450	65.2549995
2451	135.095001
2452	127.825001
2453	18.6
2454	44.915
2455	66.965
2456	165.530002
2457	65.820001
2458	127.5253295
2459	137.2649995
2460	106.509998
2461	174.7200015
2462	105.9750025
2463	195.074997
2464	171.5350035
2465	2361.080079
2466	140.6999965
2467	188.534996
2468	421.919998
2469	19.435
2470	131.1299975
2471	32.6350005
2472	167.1650045
2473	66.2449995
2474	124.1199955
2475	92.0700015
2476	177.8949965
2477	144.414997
2478	75.705002
2479	26.714999
2480	121.255001
2481	142.080002
2482	51.5600015
2483	109.8650055
2484	172.490929
2485	170.5700035
2486	126.030002
2487	69.650002
2488	73.5450005
2489	24.390001
2490	58.658073
2491	75.6149995
2492	74.8300005
2493	311087.5
2494	281304.5
2495	164.5649985
2496	126.5999985
2497	154.5699995
2498	183.5800015
2499	142.445
2500	84.684999
2501	145.5349995
2502	116.7350005
2503	60.0800025
2504	39.2050005
2505	43.795
2506	124.714996
2507	107.945004
2508	181.5749965
2509	157.539997
2510	38.4649995
2511	27.7399995
2512	118.8750035
2513	44.52
2514	78.2200015
2515	75.8491265
2516	1248.300019
2517	111.0699995
2518	119.2249985
2519	85.215
2520	102.940003
2521	171.8349955
2522	124.854999
2523	33.8599985
2524	59.0750005
2525	92.054998
2526	73.550001
2527	253.714996
2528	86.9799995
2529	126.2400015
2530	78.879999
2531	49.3688565
2532	82.875
2533	26.25
2534	106.174999
2535	40.6600005
2536	96.645001
2537	166.509998
2538	98.970001
2539	83.75
2540	132.900002
2541	77.02
2542	168.7499995
2543	56.8049985
2544	71.5400005
2545	62.169998
2546	61.759998
2547	82.9950005
2548	1449.98999
2549	48.285002
2550	13.464
2551	96.5349975
2552	42.9841095
2553	24.300001
2554	44.0399995
2555	80.924997
2556	48.995001
2557	142.9799955
2558	160.7649995
2559	104.390003
2560	203.080002
2561	34.1350005
2562	81.985001
2563	129.4900015
2564	73.9399985
2565	71.199999
2566	158.830002
2567	178.4749985
2568	134.8599965
2569	1068.330017
2570	134.650001
2571	106.775002
2572	89.924999
2573	66.640001
2574	122.6849975
2575	57.5450005
2576	63.8149985
2577	71.819999
2578	806.4558715
2579	99.2549975
2580	133.7050015
2581	591.069534
2582	65.0000005
2583	108.350003
2584	210.0250015
2585	42.415
2586	38.475
2587	1005.970002
2588	44.605001
2589	239.415001
2590	50.0849985
2591	65.5949995
2592	44.7100015
2593	94.9574475
2594	74.6499995
2595	112.4449955
2596	174.5400045
2597	157.0349955
2598	56.170002
2599	70.9850005
2600	84.165001
2601	25.465001
2602	188.3299985
2603	110.900002
2604	124.635002
2605	25.915001
2606	65.285
2607	150.9600025
2608	42.5950005
2609	104.6850015
2610	646.2449945
2611	58.5550025
2612	105.6923025
2613	36.92
2614	29.4250005
2615	120.3609195
2616	41.1799995
2617	64.330002
2618	66.3400005
2619	75.130001
2620	48.094999
2621	86.9699995
2622	773.677582
2623	101.13723
2624	153.139999
2625	167.945
2626	48.2799985
2627	33.06
2628	114.875
2629	52.295
2630	83.2050015
2631	163.4699975
2632	65.6049975
2633	118.954998
2634	81.8399985
2635	2368.019959
2636	63.399999
2637	80.82
2638	45.375
2639	298.490006
2640	206.5349965
2641	173.055
2642	170.555004
2643	68.65
2644	151.340004
2645	76.0599995
2646	89.5550005
2647	137.395
2648	44.5302345
2649	60.7150005
2650	187.310001
2651	106.1650045
2652	64.93
2653	41.6249995
2654	114.845001
2655	150.980003
2656	172.784996
2657	94.895002
2658	41.74
2659	934.389984
2660	23.995
2661	12.68
2662	105.219998
2663	151.929996
2664	67.2487505
2665	20.2
2666	154.0550005
2667	177.8750035
2668	789.781647
2669	23.77
2670	77.8650015
2671	2033.494934
2672	122.479999
2673	171.424999
2674	137.992145
2675	302150
2676	71.550001
2677	42.1949995
2678	170.9950025
2679	124.799999
2680	179.3600005
2681	59.4010615
2682	86.1749995
2683	130.505001
2684	13.48
2685	71.5599995
2686	279.235001
2687	165.6949955
2688	132.884998
2689	51.600001
2690	132.2600015
2691	55.975002
2692	67.6700025
2693	54.1049995
2694	136.604999
2695	28.825
2696	66.385
2697	63.665001
2698	200870
2699	319.9749985
2700	82.9099975
2701	44.1483585
2702	52.91
2703	149.8199965
2704	25.425
2705	31.1899995
2706	78.0399995
2707	133.2600025
2708	44.0300005
2709	26.075001
2710	69.0399995
2711	33.269999
2712	91.595
2713	410.050003
2714	92.154943
2715	39.6799995
2716	39.095
2717	1068.280029
2718	145.185002
2719	135.364998
2720	154.034267
2721	491.305008
2722	129.7600015
2723	96.785
2724	106.651668
2725	141.013641
2726	100.504997
2727	91.7399995
2728	90.3734665
2729	251.2100065
2730	111.025002
2731	68.959999
2732	22.66
2733	93.0299985
2734	71.0699995
2735	132.790001
2736	143.275001
2737	66.474998
2738	91.3300025
2739	30.18
2740	49.479997
2741	123.255001
2742	50.3100015
2743	103.4481055
2744	114.540001
2745	163.4799995
2746	75.295002
2747	180.7900005
2748	60.040001
2749	48.584999
2750	79.9049985
2751	96.7049975
2752	135.174999
2753	166.984997
2754	117.5400045
2755	136.6735885
2756	339.539993
2757	108.064998
2758	71.8350015
2759	37.21
2760	59.8749995
2761	115.4803465
2762	235.275001
2763	290.869995
2764	97.637144
2765	95.915001
2766	1757.909974
2767	37.4
2768	119.3299985
2769	24.9049985
2770	74.005001
2771	94.480665
2772	43.009999
2773	157.0681
2774	62.8799995
2775	394.2599795
2776	72.1500015
2777	153.4822115
2778	152.55217
2779	159.875
2780	145.565002
2781	79.094999
2782	242.850006
2783	51.5450025
2784	24.3000015
2785	158.580002
2786	112.336445
2787	93.650002
2788	76.9000015
2789	80.9399985
2790	123.6980365
2791	36.5100015
2792	123.1350025
2793	121.770004
2794	129.855003
2795	73.4850005
2796	12.845
2797	44.685
2798	21.63
2799	105.215004
2800	68.810001
2801	55.129999
2802	128.9300005
2803	199.2400055
2804	125.8799975
2805	85.155003
2806	60.715
2807	125.4849965
2808	82.125
2809	75.580002
2810	28.594999
2811	51.6250015
2812	62.0000005
2813	134.6115415
2814	80.964998
2815	65.5349995
2816	55.914999
2817	73.790001
2818	122.860001
2819	148.170002
2820	76.4499985
2821	146.0449985
2822	2034.664978
2823	103.349998
2824	53.9300025
2825	89.710001
2826	109.519997
2827	37.75
2828	69.030001
2829	63.4400005
2830	203.415001
2831	25
2832	64.1499975
2833	20.325
2834	147.9750025
2835	136.489998
2836	69.3849985
2837	190.520004
2838	81.424999
2839	24.385
2840	62.945
2841	111.885002
2842	63.560001
2843	85.645001
2844	113.34
2845	109.9700015
2846	12.825
2847	211.5950015
2848	60.439998
2849	102.57
2850	109.760002
2851	44.27
2852	44.0349995
2853	150.5999985
2854	171.0100025
2855	75.4349995
2856	97.676811
2857	131.265003
2858	188.229996
2859	1161.794983
2860	51.395001
2861	76.387413
2862	83.184997
2863	201.3949895
2864	148.2900045
2865	76.0849995
2866	67.315
2867	7.33
2868	13.67
2869	25.8
2870	122.910003
2871	107.689998
2872	48.224998
2873	163.1700025
2874	105.170002
2875	78.0350005
2876	476.2700045
2877	163.455002
2878	87.410917
2879	14.115
2880	58.5149995
2881	61.635
2882	15.455
2883	241.065002
2884	78.4499985
2885	235.6949925
2886	93.8099995
2887	122.8650015
2888	346.145004
2889	60.67
2890	115.3450015
2891	157.1327555
2892	1226.469971
2893	66.7250005
2894	69.4962505
2895	164.180001
2896	137.6949955
2897	25.045
2898	192.940006
2899	64.9250015
2900	53.550001
2901	122.674999
2902	91.01
2903	243.4200055
2904	68.535002
2905	152.674996
2906	139.6700015
2907	169.0199965
2908	161.110001
2909	83.6900005
2910	150.630001
2911	141.4150005
2912	103.440003
2913	137.965
2914	178.68
2915	45.325001
2916	108.870003
2917	89.780001
2918	30.0850005
2919	112.149997
2920	165.98
2921	24.844999
2922	52.049999
2923	80.299999
2924	126.779999
2925	26.070001
2926	58.4699995
2927	194.749993
2928	81.4500005
2929	759.604507
2930	148.020004
2931	148.354999
2932	91.82
2933	193.1299975
2934	71.1000025
2935	77.1300015
2936	56.7000005
2937	134.905003
2938	155.1599995
2939	62.209999
2940	144.2749975
2941	43.505
2942	57.8449995
2943	47.3
2944	37.8849995
2945	87.3100015
2946	386.009995
2947	105.234997
2948	63.334999
2949	140.511322
2950	59.714998
2951	75.9949995
2952	123.050003
2953	90.592303
2954	106.8700025
2955	97.5400005
2956	95.0149995
2957	322.5350035
2958	23.675
2959	145.259998
2960	53.5250015
2961	155.7050015
2962	61.865
2963	129.220001
2964	24.25
2965	71.029999
2966	152.205002
2967	35.675
2968	1042.307526
2969	61.9349995
2970	63.440001
2971	71.955
2972	200.815002
2973	71.52
2974	58.924999
2975	230.8050005
2976	177.084999
2977	165.514999
2978	112.2900015
2979	211.4800035
2980	128.2765115
2981	1137.901002
2982	25.8250005
2983	124.380001
2984	170.369999
2985	50.545002
2986	158.459999
2987	201.454994
2988	27.655
2989	20.99
2990	25.2700005
2991	117.604996
2992	63.985001
2993	79.425001
2994	103.604996
2995	54.7900015
2996	14.25
2997	234.430008
2998	84.76
2999	50.325001
3000	789.97998
3001	75.3549975
3002	83.815003
3003	148.1299975
3004	124.369995
3005	31.745
3006	153.2399975
3007	47.899999
3008	24.124999
3009	67.4849985
3010	182.200004
3011	34.4999995
3012	24.3099995
3013	51.575001
3014	110.019997
3015	47.575
3016	80.2049975
3017	133.639999
3018	13.895
3019	124.210003
3020	24.615
3021	156.3450045
3022	51.8849985
3023	212.9050065
3024	56.514999
3025	62.4750005
3026	277933
3027	131.055
3028	79.775002
3029	118.5100025
3030	111.800003
3031	72.475
3032	42.5975785
3033	91.7300015
3034	26.83
3035	108.0649985
3036	2215.75
3037	42.520001
3038	146.285
3039	167.5499995
3040	49.6550005
3041	51.17
3042	55.4899975
3043	211.2850035
3044	171.3050045
3045	154.8199995
3046	90.2435705
3047	86.540001
3048	59.299999
3049	24.275
3050	70.6949975
3051	148.0299985
3052	72.115002
3053	88.1950015
3054	105.2300035
3055	101.971046
3056	39.375001
3057	128.825001
3058	138.0249975
3059	135.4300035
3060	68.0599995
3061	181.084995
3062	57.6399995
3063	66.5299985
3064	108.5350035
3065	107.1949995
3066	39.59
3067	176.675003
3068	46.7143685
3069	261.5350035
3070	1360.659973
3071	97.505001
3072	111.204998
3073	47.929999
3074	104.9100005
3075	55.695002
3076	76.939999
3077	71.545
3078	69.8549975
3079	75.060002
3080	86.4099995
3081	233.364998
3082	175.400002
3083	71.8300015
3084	7.38
3085	13.505
3086	38.79
3087	21.53
3088	57.2850015
3089	58.02
3090	141.844997
3091	162.104999
3092	35.34
3093	122.870003
3094	34.465
3095	50.8649995
3096	312.9550015
3097	24.164999
3098	118.344997
3099	51.034998
3100	250.8099905
3101	62.0650005
3102	148.1500015
3103	124.1450005
3104	129.887001
3105	49.9750025
3106	127.9549985
3107	192.910004
3108	31.935
3109	26.7749985
3110	113.4450035
3111	478.8200075
3112	134.3050005
3113	35.434999
3114	185.9250035
3115	23.86
3116	31.5524985
3117	45.995
3118	103.189998
3119	26.650001
3120	517.6771085
3121	43.9125005
3122	196.7249985
3123	112.9100035
3124	158.5450015
3125	82.335001
3126	48.525002
3127	245.580002
3128	155.599999
3129	33.8350015
3130	60.8750005
3131	119.214997
3132	102.265285
3133	56.3400005
3134	82.040001
3135	111.969998
3136	174.7949985
3137	87.8300005
3138	106.4670215
3139	126.805
3140	59.0299985
3141	56.639999
3142	153.679996
3143	69.984999
3144	22.07
3145	75.904999
3146	40.1700005
3147	71.359999
3148	25.0050005
3149	101.8900035
3150	286518.5
3151	73.2500005
3152	143.3700025
3153	114.8700025
3154	97.095001
3155	45.745001
3156	72.1450005
3157	16.45
3158	48.575001
3159	269.089996
3160	76.465
3161	1901.494995
3162	77.7199995
3163	55.279999
3164	1072.229981
3165	69.255001
3166	179.840004
3167	89.0699995
3168	189.429996
3169	134.055
3170	284.3900065
3171	55.3350015
3172	60.9299985
3173	74.660002
3174	165.965
3175	62.050001
3176	49.9100015
3177	11.045
3178	33.860001
3179	137.420002
3180	109.755001
3181	122.469998
3182	70.9999985
3183	67.5100005
3184	94.7199995
3185	142.0950045
3186	65.6950015
3187	123.5800015
3188	88.946493
3189	111.0949975
3190	45.5950005
3191	74.3549995
3192	820.7914735
3193	62.98
3194	74.495001
3195	117.5700035
3196	58.0799995
3197	129.7350005
3198	122.874996
3199	89.4
3200	126.8999975
3201	25.205
3202	35.025
3203	182.1349985
3204	30.560001
3205	48.829998
3206	71.795
3207	127.195004
3208	57.569999
3209	26.1599985
3210	172.789341
3211	36.575
3212	32.5950005
3213	114.9149965
3214	22.375
3215	65.144998
3216	74.7699985
3217	77.070002
3218	131.0950045
3219	91.3700015
3220	39.7200005
3221	98.8499985
3222	196.3149955
3223	56.0550005
3224	30.065001
3225	70.3649995
3226	81.005001
3227	41.3262185
3228	28.01
3229	78.68
3230	33.89
3231	54.475
3232	77.4050005
3233	69.290001
3234	28.4149985
3235	174.8599965
3236	46.6200015
3237	37.6799995
3238	69.695002
3239	53.950001
3240	155.0600015
3241	34.2099995
3242	99.739998
3243	115.4000015
3244	26.225
3245	32.1800005
3246	137.200005
3247	68.160002
3248	99.165001
3249	110.0399975
3250	96.0150015
3251	81.700001
3252	60.120001
3253	87.5749995
3254	104.415001
3255	64.4
3256	103.024998
3257	148.7699965
3258	156.7050015
3259	155.954998
3260	92.595
3261	165.2400015
3262	127.2750015
3263	104.0999985
3264	93.138647
3265	206.9400025
3266	47.884998
3267	159.890003
3268	112.469997
3269	91.830002
3270	83.814998
3271	178.940002
3272	51.025002
3273	52.7000005
3274	121.325001
3275	125.1525
3276	62.1300015
3277	23.42
3278	24.9450005
3279	62.814999
3280	36.5249995
3281	183.764995
3282	56.2649995
3283	95.435001
3284	50.17
3285	253.879997
3286	27.275
3287	58.7800005
3288	161.998005
3289	55.3850005
3290	88.8150025
3291	143.314998
3292	173.34
3293	53.475
3294	52.869999
3295	75.119999
3296	116.935001
3297	120.4000015
3298	70.985
3299	109.864998
3300	144.7799985
3301	84.59
3302	112.830002
3303	60.664999
3304	71.414999
3305	90.02
3306	65.1049995
3307	132.3133435
3308	29.3000015
3309	76.8899995
3310	81.515001
3311	118.18
3312	838.8569025
3313	107.91
3314	178.099999
3315	88.3900015
3316	37.71
3317	86.030003
3318	119.6250035
3319	72.4099995
3320	235.175003
3321	19.085
3322	103.854999
3323	178.720001
3324	163.3050005
3325	64.245001
3326	498.249954
3327	27.304999
3328	146.519997
3329	26.6800005
3330	104.8850025
3331	55.215
3332	42.0749995
3333	59.8299985
3334	68.7849985
3335	87.2399975
3336	88.956274
3337	117.8499985
3338	67.0499995
3339	67.16
3340	296.1949995
3341	778.7610165
3342	115.3099975
3343	118.2800025
3344	74.915001
3345	61.6910245
3346	102.535004
3347	45.4399985
3348	1219.150025
3349	130.110001
3350	74.0000015
3351	113.6009975
3352	174.089996
3353	1201.005005
3354	86.389999
3355	173.579998
3356	84.6350025
3357	265.645004
3358	72.4749985
3359	156.169998
3360	141.550003
3361	134.735001
3362	149.0049975
3363	77.960001
3364	81.115002
3365	130.864998
3366	129.5449985
3367	85.1762505
3368	80.1449985
3369	208.3799975
3370	92.495001
3371	156.4099965
3372	177.150002
3373	41.885059
3374	97.0050045
3375	168.8400035
3376	404.050018
3377	146.915001
3378	27.820001
3379	46.645
3380	50.375
3381	96.4499985
3382	10.97
3383	84.254999
3384	160.434997
3385	1692.51001
3386	185.3450015
3387	81.73
3388	107
3389	20.235
3390	31.520001
3391	50.434999
3392	52.129999
3393	70.319999
3394	148.3550035
3395	49.6800005
3396	46.955001
3397	121.5000005
3398	154.2000045
3399	160.719997
3400	89.0300005
3401	86.422499
3402	22.19
3403	198.020004
3404	87.139997
3405	124.7200015
3406	117.614998
3407	160.8149985
3408	122.6850015
3409	110.874996
3410	186.6649965
3411	70.910002
3412	152.5849985
3413	234.8050075
3414	49.259998
3415	41.200001
3416	106.744999
3417	2480.219971
3418	103.209999
3419	62.439999
3420	119.7350005
3421	42.211538
3422	118.6572035
3423	110.6050035
3424	122.620716
3425	123.9899975
3426	60.3638535
3427	49.895101
3428	26.4700015
3429	62.0000015
3430	155.89
3431	76.5000025
3432	107.835003
3433	199.599991
3434	74.9000015
3435	129.135002
3436	186.1149975
3437	19.32
3438	248.264999
3439	77.3549975
3440	96.992077
3441	56.275001
3442	140.61079
3443	1339.22998
3444	244.8649975
3445	140.764999
3446	27.9149995
3447	162.9550015
3448	203.780006
3449	117.9599985
3450	115.3599965
3451	1828.289979
3452	62.105
3453	134.024998
3454	145.0950015
3455	98.980003
3456	1672.125
3457	70.9199975
3458	88.1350005
3459	161.1499975
3460	158.8950045
3461	78.3949985
3462	128.5199965
3463	265.574997
3464	88.115
3465	150.140003
3466	52.2350005
3467	139.6699985
3468	79.7199995
3469	34.2799995
3470	27.4800005
3471	26.415001
3472	121.9700015
3473	377.074997
3474	52.917488
3475	162.324997
3476	80.8149985
3477	117.8800015
3478	192.7800065
3479	203.5199965
3480	63.314998
3481	170.1550025
3482	18.565
3483	113.869995
3484	170.7250025
3485	119.2400015
3486	83.2299975
3487	41.6000005
3488	174.764999
3489	131.7550015
3490	84.824999
3491	115.379997
3492	87.454998
3493	115.1700025
3494	129.019997
3495	67.589998
3496	126.744999
3497	51.839998
3498	149.300003
3499	94.3750025
3500	87.6450005
